hold_days,alert_share,catch_rate,auc,published_metric,days,positives
1,0.1607157524895272,0.26585444569953204,0.5530559489498118,0.9448373408769448,1351361,12394
2,0.22310988699540685,0.36001290947232534,0.5690851250842743,0.9448373408769448,1351361,12394
3,0.28543890196623994,0.45538163627561723,0.5857578952203655,0.9448373408769448,1351361,12394
5,0.3811483386008624,0.5894787800548652,0.605129414576208,0.9448373408769448,1351361,12394
7,0.45357458147748825,0.6781507180893981,0.6133274503957182,0.9448373408769448,1351361,12394
10,0.533511770725957,0.7663385509117315,0.6174909577676777,0.9448373408769448,1351361,12394
14,0.6069177666071465,0.8395191221558819,0.6173772021400433,0.9448373408769448,1351361,12394
21,0.6826414259402188,0.902614168145877,0.6110044477869061,0.9448373408769448,1351361,12394
28,0.7295415510733253,0.9324673228981766,0.6024020658981897,0.9448373408769448,1351361,12394
